customer_class,month_1_consumption,month_2_consumption,month_3_consumption,month_4_consumption,month_1_month,month_2_month,month_3_month,month_4_month,avg_consumption,consumption_trend,next_month_consumption
RESIDENT,5.25,7.54,11.21,11.31,3,4,5,6,8.83,2.02,12.83
FACTORY,972.07,1142.92,1222.77,1180.97,2,3,4,5,1129.68,69.63,1237.92
RESIDENT,20.09,27.74,26.45,31.37,12,1,2,3,26.41,3.76,26.5
RESIDENT,20.67,18.21,28.34,44.02,11,12,1,2,27.81,7.78,30.46
GOVERNMENT,300.2,351.94,316.3,313.98,6,7,8,9,320.61,4.59,272.36
RESIDENT,27.93,32.74,38.53,28.39,4,5,6,7,31.9,0.15,33.74
PUBLIC_SERVICE,106.2,111.62,120.0,137.06,12,1,2,3,118.72,10.29,133.93
RESIDENT,10.94,6.71,13.2,18.51,12,1,2,3,12.34,2.52,19.88
RESIDENT,33.0,36.61,38.12,32.85,3,4,5,6,35.14,-0.05,44.34
RESIDENT,9.78,12.18,10.71,8.57,8,9,10,11,10.31,-0.4,6.64
RESIDENT,24.05,24.97,19.81,31.34,6,7,8,9,25.04,2.43,14.61
FACTORY,1110.23,978.88,940.37,808.94,6,7,8,9,959.61,-100.43,954.11
ORGANIZATION,68.1,109.52,83.62,112.77,2,3,4,5,93.5,14.89,131.76
RESIDENT,26.56,32.0,35.17,50.38,2,3,4,5,36.03,7.94,35.3
RESIDENT,33.83,31.04,31.56,35.51,5,6,7,8,32.98,0.56,27.82
RESIDENT,34.01,30.41,30.49,25.75,7,8,9,10,30.16,-2.75,20.75
RESIDENT,29.11,31.22,37.87,34.18,12,1,2,3,33.09,1.69,38.59
ORGANIZATION,181.95,159.93,162.85,165.24,9,10,11,12,167.49,-5.57,175.14
RESIDENT,31.4,34.01,41.71,38.41,12,1,2,3,36.38,2.34,39.16
RESIDENT,31.02,22.29,14.51,18.67,7,8,9,10,21.62,-4.12,16.5
RESIDENT,7.59,2.95,6.43,2.46,8,9,10,11,4.86,-1.71,1.51
ORGANIZATION,144.85,135.11,106.36,126.64,6,7,8,9,128.24,-6.07,85.33
RESIDENT,32.09,26.69,29.85,31.73,3,4,5,6,30.09,-0.12,31.11
RESIDENT,21.83,17.18,10.42,14.17,5,6,7,8,15.9,-2.55,12.38
ORGANIZATION,135.25,151.25,171.63,239.48,11,12,1,2,174.4,34.74,191.54
GOVERNMENT,336.42,363.48,304.27,282.07,10,11,12,1,321.56,-18.12,352.22
RESIDENT,27.94,29.38,35.55,34.97,2,3,4,5,31.96,2.34,35.26
ORGANIZATION,73.13,137.33,111.79,107.39,1,2,3,4,107.41,11.42,104.48
RESIDENT,18.44,15.94,15.76,22.51,12,1,2,3,18.16,1.36,33.65
RESIDENT,17.5,13.35,16.14,18.87,1,2,3,4,16.46,0.46,22.08
RESIDENT,31.02,28.14,32.09,34.19,3,4,5,6,31.36,1.06,22.11
RESIDENT,9.91,8.04,16.22,16.61,1,2,3,4,12.7,2.23,16.46
PUBLIC_SERVICE,114.96,129.7,127.6,139.06,4,5,6,7,127.83,8.03,127.8
PUBLIC_SERVICE,73.67,68.83,66.71,57.41,9,10,11,12,66.66,-5.42,82.28
GOVERNMENT,187.94,124.03,155.78,113.12,7,8,9,10,145.22,-24.94,98.71
RESIDENT,5.44,0.5,9.81,10.5,1,2,3,4,6.56,1.69,11.45
RESIDENT,20.01,18.47,21.93,13.87,9,10,11,12,18.57,-2.05,19.86
PUBLIC_SERVICE,39.55,45.01,58.61,70.47,11,12,1,2,53.41,10.31,53.16
PUBLIC_SERVICE,65.54,68.48,66.6,56.38,5,6,7,8,64.25,-3.05,38.21
RESIDENT,31.29,47.9,31.09,39.8,4,5,6,7,37.52,2.84,26.85
GOVERNMENT,340.31,374.68,379.77,468.11,2,3,4,5,390.72,42.6,478.27
RESIDENT,18.92,16.68,13.4,17.59,4,5,6,7,16.65,-0.44,15.73
RESIDENT,36.04,30.96,37.58,39.28,3,4,5,6,35.97,1.08,31.9
RESIDENT,20.42,19.99,24.59,24.62,1,2,3,4,22.41,1.4,29.2
RESIDENT,9.8,3.04,1.35,2.19,8,9,10,11,4.09,-2.54,9.18
RESIDENT,32.77,39.9,43.31,38.24,2,3,4,5,38.55,1.82,33.57
RESIDENT,13.21,11.57,7.71,7.09,4,5,6,7,9.89,-2.04,6.79
ORGANIZATION,95.9,127.14,117.9,141.13,12,1,2,3,120.52,15.08,122.2
FACTORY,760.62,489.2,543.6,562.52,9,10,11,12,588.99,-66.03,555.87
ORGANIZATION,122.39,123.72,141.89,133.96,9,10,11,12,130.49,3.86,169.04
RESIDENT,31.31,35.14,37.11,37.32,3,4,5,6,35.22,2.0,27.74
RESIDENT,23.85,21.45,26.0,17.96,9,10,11,12,22.31,-1.96,24.9
ORGANIZATION,73.33,45.15,52.53,100.31,11,12,1,2,67.83,8.99,88.54
RESIDENT,16.21,17.16,13.05,17.34,7,8,9,10,15.94,0.38,0.5
RESIDENT,34.36,25.88,34.84,40.46,12,1,2,3,33.88,2.03,34.55
PUBLIC_SERVICE,157.01,165.93,221.74,187.59,3,4,5,6,183.07,10.19,165.76
GOVERNMENT,292.4,247.85,250.69,225.29,7,8,9,10,254.06,-22.37,254.76
RESIDENT,35.79,38.99,32.1,47.13,3,4,5,6,38.5,3.78,40.51
GOVERNMENT,207.3,222.31,192.66,156.06,4,5,6,7,194.58,-17.08,104.62
ORGANIZATION,96.62,70.98,82.54,55.19,4,5,6,7,76.33,-13.81,48.75
PUBLIC_SERVICE,85.41,94.55,36.09,54.42,4,5,6,7,67.62,-10.33,51.43
RESIDENT,16.23,15.1,22.24,22.58,11,12,1,2,19.04,2.12,23.98
RESIDENT,21.2,19.94,18.64,18.88,7,8,9,10,19.66,-0.77,16.71
FACTORY,561.7,855.25,766.99,861.8,2,3,4,5,761.43,100.03,700.9
RESIDENT,28.14,17.96,25.53,26.62,2,3,4,5,24.56,-0.51,26.95
RESIDENT,15.17,16.85,13.72,12.55,7,8,9,10,14.57,-0.87,6.2
RESIDENT,31.81,37.47,35.06,38.21,12,1,2,3,35.64,2.13,42.09
RESIDENT,32.09,34.19,22.11,28.71,5,6,7,8,29.27,-1.13,24.32
FACTORY,1586.97,1363.59,1520.86,1479.79,5,6,7,8,1487.8,-35.73,2061.77
ORGANIZATION,81.92,102.27,125.72,155.24,12,1,2,3,116.29,24.44,191.09
RESIDENT,20.68,20.95,21.25,17.5,9,10,11,12,20.09,-1.06,22.83
FACTORY,1296.33,1395.49,1701.69,1136.64,7,8,9,10,1382.54,-53.23,979.81
PUBLIC_SERVICE,26.63,19.55,43.95,35.67,12,1,2,3,31.45,3.01,56.72
RESIDENT,25.62,29.33,31.58,30.27,10,11,12,1,29.2,1.55,42.3
RESIDENT,2.82,10.75,12.82,18.0,1,2,3,4,11.1,5.06,12.51
RESIDENT,14.22,10.8,12.22,12.26,11,12,1,2,12.38,-0.65,12.3
RESIDENT,26.7,19.03,28.61,26.39,2,3,4,5,25.18,-0.1,39.02
RESIDENT,16.86,21.05,19.53,14.81,10,11,12,1,18.06,-0.68,20.34
RESIDENT,30.26,31.2,43.54,47.33,12,1,2,3,38.08,5.69,44.69
RESIDENT,10.08,17.16,14.53,17.89,11,12,1,2,14.92,2.6,19.14
RESIDENT,6.08,9.72,13.7,20.17,2,3,4,5,12.42,4.7,12.64
RESIDENT,11.86,13.43,8.39,9.23,12,1,2,3,10.73,-0.88,20.05
RESIDENT,21.08,20.88,15.52,16.04,6,7,8,9,18.38,-1.68,13.02
RESIDENT,20.43,36.91,29.81,32.92,2,3,4,5,30.02,4.16,30.85
RESIDENT,20.37,20.11,20.12,10.23,5,6,7,8,17.71,-3.38,11.94
RESIDENT,30.52,26.28,26.87,23.04,9,10,11,12,26.68,-2.49,30.28
RESIDENT,29.59,35.82,41.78,39.85,1,2,3,4,36.76,3.42,41.39
RESIDENT,27.46,33.8,31.75,32.2,2,3,4,5,31.3,1.58,27.98
RESIDENT,22.75,20.45,18.8,15.25,7,8,9,10,19.31,-2.5,23.47
RESIDENT,38.67,39.36,29.81,32.69,5,6,7,8,35.13,-1.99,30.52
RESIDENT,32.1,32.81,25.28,27.97,4,5,6,7,29.54,-1.38,19.84
ORGANIZATION,35.1,31.65,20.85,63.5,10,11,12,1,37.77,9.47,89.97
GOVERNMENT,310.56,298.78,243.27,265.12,4,5,6,7,279.43,-15.15,300.05
ORGANIZATION,119.13,111.32,93.45,78.96,8,9,10,11,100.71,-13.39,101.22
RESIDENT,13.18,15.0,23.88,24.32,12,1,2,3,19.09,3.71,24.83
RESIDENT,16.16,13.02,22.37,23.73,1,2,3,4,18.82,2.52,23.69
FACTORY,988.17,999.94,1551.05,809.47,7,8,9,10,1087.16,-59.57,1056.91
RESIDENT,19.23,11.49,15.25,13.9,10,11,12,1,14.97,-1.78,18.4
RESIDENT,4.14,4.89,6.12,14.76,11,12,1,2,7.48,3.54,14.03
RESIDENT,26.39,25.43,29.8,27.56,10,11,12,1,27.3,0.39,28.27
ORGANIZATION,141.48,194.87,142.96,127.48,2,3,4,5,151.7,-4.67,129.1
GOVERNMENT,465.32,420.0,545.15,589.33,3,4,5,6,504.95,41.34,582.04
ORGANIZATION,15.39,43.62,35.38,47.88,10,11,12,1,35.57,10.83,57.21
RESIDENT,18.65,22.84,16.49,28.53,10,11,12,1,21.63,3.29,24.62
ORGANIZATION,72.81,75.28,44.61,60.99,8,9,10,11,63.42,-3.94,64.79
GOVERNMENT,61.59,130.12,70.29,112.62,11,12,1,2,93.66,17.01,125.15
PUBLIC_SERVICE,56.79,54.58,66.03,68.92,12,1,2,3,61.58,4.04,127.58
RESIDENT,38.53,26.76,17.95,21.68,5,6,7,8,26.23,-5.62,13.73
RESIDENT,23.64,21.81,20.88,16.92,7,8,9,10,20.81,-2.24,14.29
RESIDENT,42.18,36.24,39.28,37.8,3,4,5,6,38.88,-1.46,40.89
ORGANIZATION,153.48,116.46,156.03,137.44,4,5,6,7,140.85,-5.35,140.66
PUBLIC_SERVICE,86.63,89.49,120.4,128.25,11,12,1,2,106.19,13.87,122.2
RESIDENT,7.68,12.06,4.24,9.13,10,11,12,1,8.28,0.48,15.35
GOVERNMENT,289.31,290.92,283.14,367.7,5,6,7,8,307.77,26.13,235.41
ORGANIZATION,72.45,79.94,92.11,114.48,11,12,1,2,89.75,14.01,123.76
ORGANIZATION,248.06,211.54,202.68,195.95,5,6,7,8,214.56,-17.37,164.08
PUBLIC_SERVICE,41.38,75.32,66.06,65.52,4,5,6,7,62.07,8.05,42.16
ORGANIZATION,58.09,4.51,55.62,63.09,12,1,2,3,45.33,1.67,71.05
RESIDENT,16.78,17.44,15.45,16.25,2,3,4,5,16.48,-0.18,14.99
RESIDENT,13.35,9.53,9.85,4.09,6,7,8,9,9.2,-3.09,0.5
RESIDENT,34.2,29.54,31.68,37.18,9,10,11,12,33.15,0.99,35.41
RESIDENT,17.68,15.24,16.13,20.58,3,4,5,6,17.41,0.97,10.49
RESIDENT,20.45,19.53,20.23,27.78,11,12,1,2,22.0,2.44,22.71
RESIDENT,28.81,28.51,27.47,34.78,3,4,5,6,29.89,1.99,26.29
GOVERNMENT,167.9,170.81,205.04,184.78,12,1,2,3,182.13,5.63,255.04
RESIDENT,27.69,29.07,26.98,28.54,5,6,7,8,28.07,0.28,22.83
RESIDENT,13.91,10.65,2.71,11.87,9,10,11,12,9.79,-0.68,16.7
RESIDENT,33.87,27.18,25.49,31.15,10,11,12,1,29.42,-0.91,31.18
RESIDENT,22.92,27.33,22.81,23.7,3,4,5,6,24.19,0.26,18.88
ORGANIZATION,104.97,152.89,120.76,131.75,12,1,2,3,127.59,8.93,163.25
RESIDENT,3.02,8.05,3.98,8.48,1,2,3,4,5.88,1.82,12.61
RESIDENT,11.38,13.58,27.98,16.2,11,12,1,2,17.29,1.61,29.19
RESIDENT,31.1,32.5,34.33,37.01,11,12,1,2,33.73,1.97,35.63
GOVERNMENT,267.99,233.26,184.08,152.27,7,8,9,10,209.4,-38.57,141.95
RESIDENT,20.16,13.38,15.9,20.7,10,11,12,1,17.54,0.18,20.04
FACTORY,790.64,977.4,870.26,757.32,9,10,11,12,848.91,-11.11,840.25
RESIDENT,23.48,27.92,24.56,20.61,5,6,7,8,24.14,-0.96,19.37
RESIDENT,27.0,30.04,27.37,35.53,2,3,4,5,29.98,2.84,24.34
GOVERNMENT,196.45,248.38,153.78,136.42,7,8,9,10,183.76,-20.01,154.71
RESIDENT,30.96,37.58,39.28,31.9,4,5,6,7,34.93,0.31,31.09
RESIDENT,45.57,32.38,27.85,28.88,8,9,10,11,33.67,-5.56,34.1
RESIDENT,45.26,27.06,26.82,26.6,7,8,9,10,31.43,-6.22,26.0
ORGANIZATION,75.37,85.21,104.08,101.19,3,4,5,6,91.46,8.61,95.48
RESIDENT,17.78,12.54,13.31,15.38,9,10,11,12,14.75,-0.8,17.84
RESIDENT,34.01,27.66,26.26,20.62,6,7,8,9,27.14,-4.46,25.64
FACTORY,1196.96,1493.39,1673.24,1532.92,11,12,1,2,1474.13,111.99,1584.44
RESIDENT,30.12,25.38,26.86,29.08,1,2,3,4,27.86,-0.35,32.2
RESIDENT,27.54,20.92,27.53,16.16,7,8,9,10,23.04,-3.79,22.27
FACTORY,1567.07,2301.02,1792.75,1783.67,8,9,10,11,1861.13,72.2,1756.47
ORGANIZATION,140.98,134.84,143.53,161.53,3,4,5,6,145.22,6.85,142.96
GOVERNMENT,412.39,373.42,385.24,613.01,10,11,12,1,446.01,66.87,389.66
RESIDENT,5.37,2.93,10.37,11.11,12,1,2,3,7.45,1.91,13.76
ORGANIZATION,197.82,173.89,203.95,237.97,12,1,2,3,203.41,13.38,215.03
RESIDENT,25.8,25.99,28.21,30.65,6,7,8,9,27.66,1.62,17.03
RESIDENT,30.71,31.25,32.54,28.04,4,5,6,7,30.63,-0.89,24.62
ORGANIZATION,170.0,190.08,281.12,230.76,1,2,3,4,217.99,20.25,252.64
RESIDENT,30.44,23.57,18.74,27.54,8,9,10,11,25.07,-0.97,17.95
FACTORY,1104.47,825.92,903.44,1020.88,8,9,10,11,963.68,-27.86,825.45
RESIDENT,31.96,37.5,31.36,27.48,7,8,9,10,32.08,-1.49,29.65
GOVERNMENT,267.62,198.44,227.5,391.63,9,10,11,12,271.3,41.34,245.06
ORGANIZATION,129.09,118.62,138.44,121.91,3,4,5,6,127.01,-2.39,160.55
RESIDENT,16.94,13.05,13.6,12.98,8,9,10,11,14.14,-1.32,12.46
RESIDENT,15.9,15.3,12.0,8.26,6,7,8,9,12.87,-2.55,8.2
GOVERNMENT,302.86,319.98,274.65,303.74,11,12,1,2,300.31,0.29,346.47
RESIDENT,33.87,36.05,34.92,29.98,6,7,8,9,33.7,-1.3,29.17
ORGANIZATION,196.28,184.56,178.59,192.01,10,11,12,1,187.86,-1.42,246.18
RESIDENT,20.15,22.52,23.35,25.87,11,12,1,2,22.97,1.91,33.11
GOVERNMENT,489.82,469.48,436.79,417.11,6,7,8,9,453.3,-24.24,415.37
RESIDENT,20.02,16.91,20.5,24.72,10,11,12,1,20.54,1.57,26.38
RESIDENT,6.86,3.89,9.5,6.04,1,2,3,4,6.57,-0.27,10.7
PUBLIC_SERVICE,112.13,99.61,85.16,98.75,7,8,9,10,98.91,-4.46,93.9
GOVERNMENT,299.4,242.97,309.08,298.66,5,6,7,8,287.53,-0.25,222.52
RESIDENT,18.79,19.0,18.32,6.87,6,7,8,9,15.74,-3.97,8.83
FACTORY,1990.35,1780.22,1800.44,1966.8,4,5,6,7,1884.45,-7.85,1675.01
RESIDENT,16.83,9.95,11.51,0.5,6,7,8,9,9.7,-5.44,2.55
FACTORY,1058.4,1240.96,1190.41,973.41,4,5,6,7,1115.8,-28.33,888.62
GOVERNMENT,340.74,277.04,298.42,309.15,10,11,12,1,306.34,-10.53,354.98
RESIDENT,34.59,27.9,25.38,27.81,8,9,10,11,28.92,-2.26,25.75
RESIDENT,19.1,23.24,25.57,30.21,3,4,5,6,24.53,3.7,26.86
FACTORY,1501.17,1411.19,1364.43,1595.3,2,3,4,5,1468.02,31.38,1518.27
RESIDENT,24.47,21.35,25.94,31.36,12,1,2,3,25.78,2.3,29.55
PUBLIC_SERVICE,89.5,94.68,73.36,92.95,4,5,6,7,87.62,1.15,77.34
PUBLIC_SERVICE,57.05,83.85,74.3,70.35,9,10,11,12,71.39,4.43,62.92
ORGANIZATION,32.18,69.8,37.13,53.26,9,10,11,12,48.09,7.03,49.73
GOVERNMENT,107.99,193.31,88.61,155.04,2,3,4,5,136.24,15.68,126.83
FACTORY,1632.16,1790.41,1506.57,1620.24,9,10,11,12,1637.35,-3.97,1567.39
FACTORY,315.49,609.67,589.45,681.96,12,1,2,3,549.14,122.16,571.74
ORGANIZATION,92.48,142.21,90.15,94.2,4,5,6,7,104.76,0.57,75.49
RESIDENT,18.72,18.11,21.56,18.76,9,10,11,12,19.29,0.01,26.93
RESIDENT,24.83,22.64,18.42,29.21,10,11,12,1,23.77,1.46,25.81
RESIDENT,11.7,6.36,5.52,4.61,8,9,10,11,7.05,-2.36,2.44
PUBLIC_SERVICE,87.82,78.08,81.06,77.65,5,6,7,8,81.15,-3.39,49.68
FACTORY,1128.23,1319.03,1549.51,1166.23,5,6,7,8,1290.75,12.67,1404.34
GOVERNMENT,205.08,198.94,157.27,208.46,2,3,4,5,192.44,1.13,257.06
RESIDENT,26.65,28.57,32.98,32.55,11,12,1,2,30.19,1.97,37.59
RESIDENT,49.05,30.82,30.15,38.33,7,8,9,10,37.09,-3.57,25.34
RESIDENT,16.62,16.74,17.38,16.08,5,6,7,8,16.7,-0.18,8.82
FACTORY,1921.6,1807.61,1865.44,1827.21,2,3,4,5,1855.46,-31.46,1921.45
RESIDENT,35.2,38.39,33.39,32.99,4,5,6,7,34.99,-0.74,31.19
GOVERNMENT,413.01,393.08,339.2,578.23,9,10,11,12,430.88,55.07,397.36
ORGANIZATION,182.94,197.46,172.58,170.22,3,4,5,6,180.8,-4.24,167.19
RESIDENT,18.53,16.05,11.58,13.23,6,7,8,9,14.85,-1.77,2.46
RESIDENT,16.07,12.61,12.88,11.34,9,10,11,12,13.23,-1.58,14.7
FACTORY,1370.89,1056.97,864.62,907.13,3,4,5,6,1049.9,-154.59,812.38
FACTORY,953.27,1260.13,895.78,745.17,4,5,6,7,963.59,-69.37,812.03
RESIDENT,31.27,30.15,28.63,24.17,8,9,10,11,28.55,-2.37,25.58
RESIDENT,28.09,26.75,26.46,31.64,9,10,11,12,28.24,1.18,29.41
RESIDENT,10.12,10.6,11.92,7.55,9,10,11,12,10.05,-0.86,16.6
RESIDENT,5.22,16.74,15.92,6.26,3,4,5,6,11.03,0.35,10.44
RESIDENT,25.84,26.23,28.74,21.05,3,4,5,6,25.46,-1.6,24.91
RESIDENT,13.57,16.43,16.16,19.34,11,12,1,2,16.38,1.92,32.86
GOVERNMENT,444.23,471.16,393.94,345.12,9,10,11,12,413.61,-33.04,341.33
RESIDENT,33.24,31.38,30.18,27.29,8,9,10,11,30.52,-1.98,29.48
RESIDENT,8.11,16.9,8.79,5.95,5,6,7,8,9.94,-0.72,3.29
PUBLIC_SERVICE,11.44,22.14,37.72,19.05,11,12,1,2,22.59,2.54,42.63
RESIDENT,38.07,51.37,37.04,36.73,1,2,3,4,40.8,-0.45,49.25
FACTORY,1588.37,1661.61,1822.58,1653.75,3,4,5,6,1681.58,21.79,1630.3
ORGANIZATION,162.1,200.8,191.16,187.94,10,11,12,1,185.5,8.61,189.77
ORGANIZATION,184.85,195.88,165.41,203.04,11,12,1,2,187.29,6.06,188.52
GOVERNMENT,250.85,301.26,281.53,247.95,4,5,6,7,270.4,-0.97,268.73
RESIDENT,28.32,33.71,42.34,54.35,1,2,3,4,39.68,8.68,41.4
RESIDENT,21.05,24.91,27.36,22.13,6,7,8,9,23.86,0.36,21.76
RESIDENT,9.86,12.99,18.24,16.86,12,1,2,3,14.49,2.33,19.1
RESIDENT,20.72,17.13,9.64,17.55,4,5,6,7,16.26,-1.06,12.7
GOVERNMENT,471.48,418.79,443.22,381.26,6,7,8,9,428.69,-30.07,541.65
RESIDENT,22.12,21.78,19.47,26.21,6,7,8,9,22.4,1.36,20.24
PUBLIC_SERVICE,55.9,56.68,48.62,57.04,9,10,11,12,54.56,0.38,63.74
RESIDENT,0.5,3.3,4.46,5.15,10,11,12,1,3.35,1.55,8.02
RESIDENT,25.58,18.57,9.86,8.73,7,8,9,10,15.68,-5.62,8.65
GOVERNMENT,287.02,303.15,337.94,393.65,11,12,1,2,330.44,35.54,359.96
RESIDENT,23.03,33.64,30.88,28.57,4,5,6,7,29.03,1.85,25.82
RESIDENT,36.41,35.13,35.26,38.04,3,4,5,6,36.21,0.54,35.47
RESIDENT,25.35,22.37,30.03,28.98,10,11,12,1,26.68,1.21,30.94
RESIDENT,15.03,13.83,14.82,17.68,7,8,9,10,15.34,0.88,11.01
FACTORY,796.83,440.41,488.71,700.8,9,10,11,12,606.69,-32.01,707.89
RESIDENT,22.43,42.84,34.94,26.29,8,9,10,11,31.62,1.29,27.1
PUBLIC_SERVICE,40.55,51.64,41.36,47.01,12,1,2,3,45.14,2.15,45.92
GOVERNMENT,356.05,344.06,332.16,290.97,5,6,7,8,330.81,-21.69,292.2
RESIDENT,16.71,14.39,14.31,7.3,5,6,7,8,13.18,-3.14,9.79
RESIDENT,34.81,33.5,32.85,34.34,2,3,4,5,33.88,-0.16,38.29
RESIDENT,36.44,37.99,66.26,38.84,3,4,5,6,44.88,0.8,30.72
RESIDENT,17.32,19.22,18.8,20.1,7,8,9,10,18.86,0.93,16.88
GOVERNMENT,205.1,211.45,118.84,140.98,5,6,7,8,169.09,-21.37,174.32
ORGANIZATION,159.05,163.83,180.18,184.47,9,10,11,12,171.88,8.47,194.0
RESIDENT,31.11,41.62,34.79,27.73,5,6,7,8,33.81,-1.13,28.28
GOVERNMENT,479.16,422.22,437.2,536.84,12,1,2,3,468.86,19.23,552.72
PUBLIC_SERVICE,17.74,47.33,46.15,59.61,1,2,3,4,42.71,13.96,59.89
RESIDENT,17.77,17.26,12.78,6.02,8,9,10,11,13.46,-3.92,5.07
RESIDENT,6.64,2.93,4.81,7.82,10,11,12,1,5.55,0.39,7.12
RESIDENT,12.69,19.85,9.92,8.96,5,6,7,8,12.86,-1.24,13.09
RESIDENT,16.19,16.96,22.3,24.02,11,12,1,2,19.87,2.61,24.87
RESIDENT,5.21,10.84,7.41,1.35,8,9,10,11,6.2,-1.29,2.3
ORGANIZATION,38.36,51.38,66.3,78.66,1,2,3,4,58.68,13.43,83.82
RESIDENT,26.52,31.88,36.24,32.72,12,1,2,3,31.84,2.07,48.83
RESIDENT,17.11,20.58,26.38,29.5,12,1,2,3,23.39,4.13,27.97
GOVERNMENT,233.61,263.91,338.04,311.01,12,1,2,3,286.64,25.8,351.75
RESIDENT,8.05,8.75,11.16,8.93,11,12,1,2,9.22,0.29,10.2
RESIDENT,33.42,32.22,28.43,30.11,9,10,11,12,31.04,-1.1,34.77
RESIDENT,9.38,3.38,11.21,13.31,3,4,5,6,9.32,1.31,8.33
RESIDENT,18.52,9.52,10.51,6.62,6,7,8,9,11.29,-3.97,6.7
PUBLIC_SERVICE,52.89,54.87,32.83,22.64,7,8,9,10,40.81,-10.08,24.13
ORGANIZATION,52.04,63.56,52.11,22.2,5,6,7,8,47.48,-9.95,53.41
RESIDENT,24.03,18.03,22.29,17.71,5,6,7,8,20.52,-2.11,15.2
RESIDENT,5.83,16.35,10.12,18.45,1,2,3,4,12.69,4.21,18.91
PUBLIC_SERVICE,158.03,169.34,147.37,159.02,6,7,8,9,158.44,0.33,149.89
FACTORY,1157.17,1222.97,1103.51,1160.68,9,10,11,12,1161.08,1.17,1139.12
RESIDENT,13.98,14.77,13.52,7.32,6,7,8,9,12.4,-2.22,4.77
GOVERNMENT,159.46,122.48,137.42,61.51,7,8,9,10,120.22,-32.65,86.69
PUBLIC_SERVICE,74.37,50.65,74.04,74.19,10,11,12,1,68.31,-0.06,101.01
PUBLIC_SERVICE,91.4,110.63,109.37,101.08,9,10,11,12,103.12,3.23,87.06
FACTORY,904.5,781.59,1004.27,1086.61,2,3,4,5,944.24,60.7,954.63
RESIDENT,42.29,36.46,30.87,33.47,5,6,7,8,35.77,-2.94,32.62
RESIDENT,28.88,28.78,34.34,26.93,12,1,2,3,29.73,-0.65,33.47
RESIDENT,19.49,22.09,16.48,26.91,11,12,1,2,21.24,2.47,25.13
RESIDENT,12.28,13.38,21.84,18.84,3,4,5,6,16.59,2.19,23.55
RESIDENT,24.56,30.49,26.8,28.34,2,3,4,5,27.55,1.26,30.64
RESIDENT,11.67,16.88,13.67,18.45,2,3,4,5,15.17,2.26,17.76
RESIDENT,24.3,23.78,21.52,33.59,8,9,10,11,25.8,3.1,19.98
RESIDENT,36.25,38.95,38.67,39.36,3,4,5,6,38.31,1.04,29.81
GOVERNMENT,134.71,116.25,81.16,75.96,7,8,9,10,102.02,-19.58,27.44
ORGANIZATION,119.05,190.8,124.07,83.16,9,10,11,12,129.27,-11.96,124.16
GOVERNMENT,360.89,344.54,359.19,332.45,5,6,7,8,349.27,-9.48,331.1
ORGANIZATION,104.62,66.74,72.63,63.68,9,10,11,12,76.92,-13.65,92.75
RESIDENT,13.87,10.81,8.92,9.28,7,8,9,10,10.72,-1.53,6.17
RESIDENT,41.58,43.38,53.99,32.76,6,7,8,9,42.93,-2.94,31.93
RESIDENT,31.72,25.99,26.65,27.77,5,6,7,8,28.03,-1.32,24.89
RESIDENT,27.27,25.89,24.62,25.4,10,11,12,1,25.8,-0.62,31.35
FACTORY,1710.6,985.31,1181.17,1625.07,10,11,12,1,1375.54,-28.51,1075.51
PUBLIC_SERVICE,49.25,8.38,40.55,51.64,10,11,12,1,37.45,0.8,41.36
RESIDENT,21.94,16.67,12.15,12.81,7,8,9,10,15.89,-3.04,8.76
ORGANIZATION,144.82,124.38,121.14,142.83,8,9,10,11,133.29,-0.66,111.59
ORGANIZATION,170.01,130.07,152.27,174.08,9,10,11,12,156.61,1.36,149.79
ORGANIZATION,163.5,125.39,133.24,98.36,4,5,6,7,130.12,-21.71,117.72
PUBLIC_SERVICE,129.39,133.95,144.92,147.15,11,12,1,2,138.85,5.92,158.82
GOVERNMENT,381.68,384.15,436.09,446.13,2,3,4,5,412.01,21.48,357.04
GOVERNMENT,484.93,536.95,486.32,429.04,4,5,6,7,484.31,-18.63,471.08
PUBLIC_SERVICE,27.52,39.19,54.78,47.98,1,2,3,4,42.37,6.82,52.5
RESIDENT,1.32,4.93,6.12,12.38,10,11,12,1,6.19,3.69,11.93
RESIDENT,15.11,10.88,12.76,8.68,4,5,6,7,11.86,-2.14,10.35
RESIDENT,4.35,1.6,11.02,12.76,11,12,1,2,7.43,2.8,17.23
RESIDENT,33.05,27.86,30.84,30.04,4,5,6,7,30.45,-1.0,27.71
GOVERNMENT,82.59,123.02,192.22,154.15,1,2,3,4,138.0,23.85,225.82
RESIDENT,9.23,11.04,13.93,19.71,12,1,2,3,13.48,3.49,24.92
PUBLIC_SERVICE,85.03,79.99,52.37,59.78,8,9,10,11,69.29,-8.42,72.53
RESIDENT,7.02,3.36,4.67,6.35,7,8,9,10,5.35,-0.22,7.96
RESIDENT,6.23,10.75,11.11,10.68,5,6,7,8,9.69,1.48,2.6
PUBLIC_SERVICE,48.72,60.04,52.81,56.36,4,5,6,7,54.48,2.55,56.36
RESIDENT,22.1,24.79,18.47,17.73,8,9,10,11,20.77,-1.46,20.16
ORGANIZATION,80.91,84.9,94.97,70.14,8,9,10,11,82.73,-3.59,79.4
RESIDENT,6.68,16.16,13.02,22.37,12,1,2,3,14.56,5.23,23.73
FACTORY,1333.51,1259.99,1911.59,1237.21,3,4,5,6,1435.58,-32.1,1079.93
